iter	ka(1)	ke(1)	F(1)	IndexT	LnPseudoPrior(0)	LnPseudoPrior(1)	LnPseudoPrior(2)	LnPseudoPrior(3)	LnPseudoPrior(4)	LnPseudoPrior(5)	LnPseudoPrior(6)	LnPseudoPrior(7)	LnPseudoPrior(8)	LnPseudoPrior(9)	LnPrior	LnData	LnPosterior
1020	0.0994458	0.0500162	0.756224	6	-5.347821e+00	8.526338e-01	2.254233e+00	2.741106e+00	2.951884e+00	2.522621e+00	-4.762871e-01	-1.869246e+00	-3.028900e+00	-3.654115e+00	1.890742e+00	3.866990e+01	4.056065e+01
1030	0.0994458	0.0508202	0.751263	8	-5.338523e+00	8.619318e-01	2.263531e+00	2.750404e+00	2.961182e+00	2.501221e+00	-4.977250e-01	-1.890608e+00	-3.029787e+00	-3.644817e+00	1.874769e+00	3.687289e+01	3.874766e+01
1040	0.102484	0.0494137	0.736626	8	-5.329311e+00	8.711442e-01	2.272743e+00	2.759617e+00	2.970395e+00	2.510434e+00	-4.986602e-01	-1.911810e+00	-3.061072e+00	-3.655882e+00	1.872703e+00	3.839801e+01	4.027072e+01
1050	0.0961884	0.0499497	0.760889	9	-5.320182e+00	8.802725e-01	2.281871e+00	2.768745e+00	2.979523e+00	2.519562e+00	-4.995867e-01	-1.932819e+00	-3.082071e+00	-3.676845e+00	1.925236e+00	3.773159e+01	3.965683e+01
1060	0.0912928	0.0509726	0.772753	6	-5.311137e+00	8.893183e-01	2.290917e+00	2.777791e+00	2.988569e+00	2.528608e+00	-5.203874e-01	-1.973511e+00	-3.092944e+00	-3.667799e+00	1.956526e+00	3.678921e+01	3.874574e+01
1070	0.0912928	0.0515762	0.769067	6	-5.302172e+00	8.982829e-01	2.299882e+00	2.786755e+00	2.997533e+00	2.537572e+00	-5.508409e-01	-2.004008e+00	-3.103711e+00	-3.658835e+00	1.944698e+00	3.623570e+01	3.818040e+01
1080	0.0990028	0.0505017	0.772064	5	-5.293287e+00	9.071679e-01	2.308767e+00	2.795640e+00	3.006418e+00	2.536723e+00	-5.908711e-01	-2.024448e+00	-3.104586e+00	-3.649950e+00	1.885531e+00	3.797819e+01	3.986372e+01
1090	0.0938837	0.0512763	0.761823	9	-5.284480e+00	9.159747e-01	2.317573e+00	2.804447e+00	3.015225e+00	2.545530e+00	-5.917903e-01	-2.044742e+00	-3.134512e+00	-3.660458e+00	1.922984e+00	3.703605e+01	3.895904e+01
1100	0.0915425	0.0513201	0.810068	9	-5.275750e+00	9.247045e-01	2.326303e+00	2.813177e+00	3.023955e+00	2.554260e+00	-5.830604e-01	-2.045619e+00	-3.164202e+00	-3.699730e+00	1.947017e+00	3.618587e+01	3.813288e+01
1110	0.0993475	0.0509131	0.768737	8	-5.267096e+00	9.333589e-01	2.334958e+00	2.821831e+00	3.032609e+00	2.534342e+00	-5.934538e-01	-2.065504e+00	-3.174587e+00	-3.691076e+00	1.873924e+00	3.722587e+01	3.909979e+01
1120	0.0916698	0.0522358	0.796663	6	-5.258516e+00	9.419389e-01	2.343538e+00	2.830411e+00	3.041189e+00	2.542923e+00	-6.036932e-01	-2.094692e+00	-3.194358e+00	-3.691938e+00	1.927849e+00	3.710542e+01	3.903327e+01
1130	0.0909875	0.0516299	0.80557	6	-5.250009e+00	9.504460e-01	2.352045e+00	2.838918e+00	3.049697e+00	2.504613e+00	-6.419473e-01	-2.086185e+00	-3.185851e+00	-3.683431e+00	1.946943e+00	3.735016e+01	3.929711e+01
1140	0.0911123	0.0525992	0.803904	7	-5.241574e+00	9.588813e-01	2.360480e+00	2.847354e+00	3.058132e+00	2.503773e+00	-6.706273e-01	-2.114849e+00	-3.186714e+00	-3.674995e+00	1.926852e+00	3.628460e+01	3.821145e+01
1150	0.0931528	0.0512053	0.781718	9	-5.233209e+00	9.672461e-01	2.368845e+00	2.855718e+00	3.066497e+00	2.512138e+00	-6.622626e-01	-2.106485e+00	-3.205964e+00	-3.731028e+00	1.932092e+00	3.833925e+01	4.027134e+01
1160	0.0996232	0.0502378	0.779231	7	-5.224914e+00	9.755414e-01	2.377140e+00	2.864014e+00	3.074792e+00	2.493055e+00	-6.904365e-01	-2.116432e+00	-3.206828e+00	-3.722732e+00	1.884539e+00	3.659452e+01	3.847906e+01
1170	0.102732	0.0501705	0.7461	7	-5.216686e+00	9.837685e-01	2.385367e+00	2.872241e+00	3.083019e+00	2.501282e+00	-6.822094e-01	-2.117221e+00	-3.216708e+00	-3.777880e+00	1.855081e+00	3.738081e+01	3.923589e+01
1180	0.0906803	0.0506836	0.766453	8	-5.208526e+00	9.919285e-01	2.393527e+00	2.880401e+00	3.091179e+00	2.509442e+00	-6.740494e-01	-2.118011e+00	-3.235458e+00	-3.823619e+00	1.968843e+00	3.499911e+01	3.696795e+01
1190	0.0948068	0.0514021	0.783339	8	-5.200433e+00	1.000022e+00	2.401621e+00	2.888495e+00	3.099273e+00	2.499701e+00	-6.837909e-01	-2.127753e+00	-3.245127e+00	-3.833289e+00	1.910844e+00	3.811023e+01	4.002108e+01
1200	0.0909248	0.0515662	0.771824	8	-5.192404e+00	1.008051e+00	2.409650e+00	2.896524e+00	3.107302e+00	2.507730e+00	-6.757620e-01	-2.128545e+00	-3.272397e+00	-3.869458e+00	1.948862e+00	3.641605e+01	3.836491e+01
1210	0.0892243	0.052753	0.830202	8	-5.184439e+00	1.016016e+00	2.417615e+00	2.904489e+00	3.115267e+00	2.515695e+00	-6.677970e-01	-2.146861e+00	-3.308222e+00	-3.879037e+00	1.944433e+00	3.594456e+01	3.788899e+01
1220	0.0892243	0.0514566	0.790125	8	-5.176537e+00	1.023918e+00	2.425517e+00	2.912391e+00	3.123169e+00	2.523597e+00	-6.598949e-01	-2.156302e+00	-3.335076e+00	-3.905959e+00	1.969508e+00	3.642094e+01	3.839044e+01
1230	0.0921949	0.0513198	0.782662	6	-5.168696e+00	1.031759e+00	2.433357e+00	2.920231e+00	3.131009e+00	2.488300e+00	-6.779036e-01	-2.165717e+00	-3.327235e+00	-3.898119e+00	1.940037e+00	3.808169e+01	4.002173e+01
1240	0.0978096	0.04986	0.756684	9	-5.160917e+00	1.039538e+00	2.441136e+00	2.928010e+00	3.138788e+00	2.478911e+00	-6.872651e-01	-2.175046e+00	-3.336550e+00	-3.907401e+00	1.910415e+00	3.826864e+01	4.017906e+01
1250	0.107188	0.0487784	0.728062	7	-5.153198e+00	1.047257e+00	2.448856e+00	2.935729e+00	3.146507e+00	2.486630e+00	-6.795460e-01	-2.175788e+00	-3.354301e+00	-3.950660e+00	1.840324e+00	3.696094e+01	3.880127e+01
1260	0.109805	0.0488971	0.73228	6	-5.145538e+00	1.054917e+00	2.456515e+00	2.943389e+00	3.154167e+00	2.477438e+00	-7.224482e-01	-2.184973e+00	-3.346641e+00	-3.943000e+00	1.813410e+00	3.497077e+01	3.678418e+01
1270	0.104729	0.0487435	0.701156	6	-5.137937e+00	1.062518e+00	2.464117e+00	2.950991e+00	3.161769e+00	2.476688e+00	-7.398844e-01	-2.202467e+00	-3.355795e+00	-3.943776e+00	1.864491e+00	3.586004e+01	3.772453e+01
1280	0.107558	0.0483858	0.685404	8	-5.130392e+00	1.070063e+00	2.471662e+00	2.958535e+00	3.169313e+00	2.475943e+00	-7.572395e-01	-2.228143e+00	-3.364829e+00	-3.936232e+00	1.844864e+00	3.403686e+01	3.588172e+01
1290	0.112802	0.0483657	0.688016	9	-5.122904e+00	1.077551e+00	2.479149e+00	2.966023e+00	3.176801e+00	2.483431e+00	-7.497517e-01	-2.228876e+00	-3.382030e+00	-3.978201e+00	1.796805e+00	3.391555e+01	3.571235e+01
1300	0.113107	0.0474376	0.686985	6	-5.115472e+00	1.084983e+00	2.486582e+00	2.973455e+00	3.184233e+00	2.490863e+00	-7.504676e-01	-2.229598e+00	-3.399121e+00	-4.011698e+00	1.813266e+00	3.418578e+01	3.599905e+01
1310	0.111472	0.0484815	0.740141	7	-5.108095e+00	1.092360e+00	2.493959e+00	2.980833e+00	3.191611e+00	2.481974e+00	-7.836628e-01	-2.246533e+00	-3.391743e+00	-4.004320e+00	1.806542e+00	3.138541e+01	3.319196e+01
1320	0.101392	0.0496327	0.737567	8	-5.100771e+00	1.099684e+00	2.501282e+00	2.988156e+00	3.198934e+00	2.489297e+00	-7.763395e-01	-2.239210e+00	-3.424701e+00	-4.037272e+00	1.879043e+00	3.849770e+01	4.037674e+01
1330	0.0993741	0.0499111	0.754129	5	-5.093501e+00	1.106954e+00	2.508552e+00	2.995426e+00	3.190233e+00	2.464625e+00	-7.850927e-01	-2.247975e+00	-3.417431e+00	-4.030002e+00	1.893566e+00	3.865332e+01	4.054689e+01
1340	0.093637	0.0504196	0.768934	9	-5.086284e+00	1.114171e+00	2.515770e+00	3.002644e+00	3.197451e+00	2.471843e+00	-7.937825e-01	-2.264601e+00	-3.426098e+00	-4.046543e+00	1.942485e+00	3.741836e+01	3.936085e+01
1350	0.0891644	0.0511803	0.778015	8	-5.079118e+00	1.121337e+00	2.522936e+00	3.009810e+00	3.204617e+00	2.479009e+00	-7.866166e-01	-2.257435e+00	-3.458353e+00	-4.078781e+00	1.975577e+00	3.514941e+01	3.712499e+01
1360	0.0919163	0.0514667	0.78497	8	-5.072003e+00	1.128452e+00	2.530051e+00	3.016925e+00	3.211732e+00	2.486124e+00	-7.795017e-01	-2.281676e+00	-3.482527e+00	-4.087285e+00	1.940143e+00	3.803323e+01	3.997337e+01
1370	0.0933052	0.0511767	0.772574	8	-5.064938e+00	1.135517e+00	2.537116e+00	3.023989e+00	3.218796e+00	2.493189e+00	-7.724370e-01	-2.274611e+00	-3.490989e+00	-4.142406e+00	1.931041e+00	3.810872e+01	4.003976e+01
1380	0.0903308	0.0515787	0.805966	5	-5.057923e+00	1.142532e+00	2.544131e+00	3.031004e+00	3.225811e+00	2.492511e+00	-7.962613e-01	-2.298495e+00	-3.491709e+00	-4.135391e+00	1.955050e+00	3.701805e+01	3.897310e+01
1390	0.0871758	0.0520446	0.79247	7	-5.050957e+00	1.149498e+00	2.551097e+00	3.037971e+00	3.232778e+00	2.491791e+00	-8.046528e-01	-2.314488e+00	-3.507707e+00	-4.136085e+00	1.980748e+00	3.518586e+01	3.716660e+01
1400	0.0876515	0.0521764	0.815437	7	-5.044039e+00	1.156416e+00	2.558015e+00	3.044889e+00	3.239696e+00	2.498709e+00	-8.358287e-01	-2.337983e+00	-3.508381e+00	-4.129167e+00	1.972896e+00	3.634763e+01	3.832053e+01
1410	0.0944933	0.0508489	0.80227	6	-5.037168e+00	1.163287e+00	2.564886e+00	3.051759e+00	3.246566e+00	2.490480e+00	-8.667228e-01	-2.346254e+00	-3.509081e+00	-4.122296e+00	1.924987e+00	3.593562e+01	3.786061e+01
1420	0.0947927	0.0519972	0.797199	6	-5.030345e+00	1.170110e+00	2.571709e+00	3.058583e+00	3.253390e+00	2.474762e+00	-8.899180e-01	-2.361930e+00	-3.502257e+00	-4.115473e+00	1.899408e+00	3.621212e+01	3.811152e+01
1430	0.0925882	0.0513912	0.80063	9	-5.023567e+00	1.176888e+00	2.578487e+00	3.065360e+00	3.260167e+00	2.481540e+00	-9.055439e-01	-2.377526e+00	-3.510385e+00	-4.123565e+00	1.934446e+00	3.757496e+01	3.950941e+01
1440	0.0925882	0.0506756	0.752991	8	-5.016835e+00	1.183620e+00	2.585218e+00	3.072092e+00	3.266899e+00	2.488272e+00	-8.988122e-01	-2.370794e+00	-3.533268e+00	-4.161268e+00	1.948522e+00	3.572545e+01	3.767397e+01
1450	0.0938032	0.0516868	0.789555	7	-5.010149e+00	1.190306e+00	2.591905e+00	3.078779e+00	3.273586e+00	2.494958e+00	-8.921254e-01	-2.393519e+00	-3.556003e+00	-4.169302e+00	1.915813e+00	3.781209e+01	3.972791e+01
1460	0.0935113	0.0505896	0.766623	9	-5.003506e+00	1.196949e+00	2.598547e+00	3.085421e+00	3.280228e+00	2.494287e+00	-9.147628e-01	-2.394181e+00	-3.563949e+00	-4.177239e+00	1.940439e+00	3.768055e+01	3.962099e+01
1470	0.0938686	0.051362	0.760765	9	-4.996908e+00	1.203547e+00	2.605146e+00	3.092020e+00	3.286827e+00	2.500885e+00	-9.081643e-01	-2.394848e+00	-3.586375e+00	-4.206935e+00	1.921465e+00	3.660434e+01	3.852581e+01
1480	0.095308	0.0501665	0.770119	9	-4.990353e+00	1.210102e+00	2.611701e+00	3.098575e+00	3.293382e+00	2.507441e+00	-9.160353e-01	-2.417145e+00	-3.601459e+00	-4.207569e+00	1.930023e+00	3.759284e+01	3.952286e+01
1490	0.0968608	0.0510197	0.770119	6	-4.983840e+00	1.216615e+00	2.618214e+00	3.105087e+00	3.299894e+00	2.513953e+00	-9.381406e-01	-2.439293e+00	-3.609307e+00	-4.201056e+00	1.897083e+00	3.821649e+01	4.011357e+01
1500	0.0970208	0.0510197	0.788891	9	-4.977370e+00	1.223085e+00	2.624684e+00	3.111558e+00	3.306365e+00	2.520424e+00	-9.316702e-01	-2.439960e+00	-3.617090e+00	-4.244369e+00	1.895442e+00	3.725470e+01	3.915014e+01
1510	0.0936499	0.0510543	0.759354	9	-4.970941e+00	1.229514e+00	2.631113e+00	3.117987e+00	3.312794e+00	2.526852e+00	-9.464678e-01	-2.454763e+00	-3.624813e+00	-4.252047e+00	1.929803e+00	3.713857e+01	3.906838e+01
1520	0.0951393	0.0506106	0.770877	7	-4.964553e+00	1.235902e+00	2.637501e+00	3.124374e+00	3.319181e+00	2.533240e+00	-9.400801e-01	-2.469448e+00	-3.653569e+00	-4.259708e+00	1.922953e+00	3.852037e+01	4.044332e+01
1530	0.0981574	0.049897	0.747055	4	-4.958206e+00	1.242249e+00	2.643848e+00	3.130722e+00	3.311600e+00	2.532616e+00	-9.407081e-01	-2.477064e+00	-3.661213e+00	-4.267351e+00	1.906139e+00	3.843585e+01	4.034199e+01
1540	0.0984603	0.0496242	0.747055	5	-4.951899e+00	1.248556e+00	2.650155e+00	3.137029e+00	3.303997e+00	2.511181e+00	-9.621262e-01	-2.470757e+00	-3.654906e+00	-4.261044e+00	1.908544e+00	3.809438e+01	4.000292e+01
1550	0.100217	0.0496242	0.747055	8	-4.945631e+00	1.254824e+00	2.656423e+00	3.143296e+00	3.310264e+00	2.517449e+00	-9.972510e-01	-2.485166e+00	-3.655513e+00	-4.254777e+00	1.890879e+00	3.850413e+01	4.039501e+01
1560	0.100097	0.0492334	0.766689	6	-4.939402e+00	1.261053e+00	2.662651e+00	3.149525e+00	3.316493e+00	2.523677e+00	-9.978546e-01	-2.492645e+00	-3.669845e+00	-4.275962e+00	1.899971e+00	3.478301e+01	3.668298e+01
1570	0.0983169	0.0504156	0.749628	8	-4.933212e+00	1.267243e+00	2.668841e+00	3.155715e+00	3.322683e+00	2.529867e+00	-9.916646e-01	-2.520511e+00	-3.697690e+00	-4.269772e+00	1.894174e+00	3.834393e+01	4.023810e+01
1580	0.0944733	0.0505409	0.733054	7	-4.927060e+00	1.273395e+00	2.674993e+00	3.161867e+00	3.328835e+00	2.536019e+00	-9.855126e-01	-2.521107e+00	-3.705051e+00	-4.311030e+00	1.931289e+00	3.363359e+01	3.556488e+01
1590	0.0979015	0.0506266	0.779351	8	-4.920946e+00	1.279509e+00	2.681108e+00	3.167981e+00	3.334949e+00	2.542133e+00	-9.928663e-01	-2.548628e+00	-3.719092e+00	-4.304916e+00	1.894209e+00	3.780939e+01	3.970360e+01
1600	0.0990253	0.0512438	0.772142	7	-4.914869e+00	1.285586e+00	2.687185e+00	3.174059e+00	3.341026e+00	2.548211e+00	-9.934760e-01	-2.575994e+00	-3.733059e+00	-4.305513e+00	1.870667e+00	3.616056e+01	3.803122e+01
1610	0.0903841	0.0516332	0.815243	7	-4.908828e+00	1.291627e+00	2.693225e+00	3.180099e+00	3.347067e+00	2.534300e+00	-1.020668e+00	-2.583214e+00	-3.727019e+00	-4.299473e+00	1.953410e+00	3.623146e+01	3.818487e+01
1620	0.0918477	0.0515652	0.79047	6	-4.902824e+00	1.297631e+00	2.699230e+00	3.186103e+00	3.353071e+00	2.520516e+00	-1.041071e+00	-2.590439e+00	-3.727637e+00	-4.293468e+00	1.938953e+00	3.806469e+01	4.000364e+01
1630	0.0954311	0.051249	0.774532	8	-4.896856e+00	1.303599e+00	2.705198e+00	3.192072e+00	3.359040e+00	2.526484e+00	-1.061351e+00	-2.610747e+00	-3.734795e+00	-4.287500e+00	1.907340e+00	3.817337e+01	4.008071e+01
1640	0.0980818	0.0502632	0.745517	9	-4.890923e+00	1.309532e+00	2.711131e+00	3.198005e+00	3.364972e+00	2.532417e+00	-1.068494e+00	-2.617890e+00	-3.741907e+00	-4.307633e+00	1.899592e+00	3.824388e+01	4.014348e+01
1650	0.102409	0.0493666	0.735569	8	-4.885025e+00	1.315430e+00	2.717029e+00	3.203903e+00	3.370870e+00	2.538315e+00	-1.069086e+00	-2.624971e+00	-3.761960e+00	-4.321193e+00	1.874388e+00	3.837512e+01	4.024951e+01
1660	0.101492	0.0506249	0.772916	8	-4.879161e+00	1.321294e+00	2.722892e+00	3.209766e+00	3.376734e+00	2.544178e+00	-1.069670e+00	-2.632004e+00	-3.781888e+00	-4.334692e+00	1.858241e+00	3.597247e+01	3.783071e+01
1670	0.0996901	0.0506053	0.754095	5	-4.873332e+00	1.327123e+00	2.728722e+00	3.215595e+00	3.382563e+00	2.530792e+00	-1.089497e+00	-2.645424e+00	-3.776059e+00	-4.328863e+00	1.876567e+00	3.781597e+01	3.969253e+01
1680	0.102085	0.048812	0.731946	5	-4.867537e+00	1.332918e+00	2.734517e+00	3.221391e+00	3.388359e+00	2.511106e+00	-1.115590e+00	-2.646009e+00	-3.770263e+00	-4.323068e+00	1.888832e+00	3.715997e+01	3.904880e+01
1690	0.0999498	0.0487654	0.729912	8	-4.861775e+00	1.338680e+00	2.740279e+00	3.227153e+00	3.394121e+00	2.504184e+00	-1.135195e+00	-2.659256e+00	-3.770823e+00	-4.317305e+00	1.910957e+00	3.585859e+01	3.776955e+01
1700	0.0945768	0.0502655	0.75719	5	-4.856046e+00	1.344409e+00	2.746008e+00	3.232882e+00	3.399850e+00	2.472137e+00	-1.148392e+00	-2.659845e+00	-3.765094e+00	-4.311576e+00	1.935678e+00	3.748330e+01	3.941898e+01
1710	0.0972527	0.0514265	0.783089	8	-4.850349e+00	1.350106e+00	2.751705e+00	3.238578e+00	3.405546e+00	2.465280e+00	-1.155249e+00	-2.660417e+00	-3.778169e+00	-4.318394e+00	1.885089e+00	3.673096e+01	3.861605e+01
1720	0.0952808	0.0514087	0.788617	5	-4.844685e+00	1.355770e+00	2.757369e+00	3.244242e+00	3.411210e+00	2.452279e+00	-1.174514e+00	-2.673464e+00	-3.772505e+00	-4.312730e+00	1.905776e+00	3.778918e+01	3.969495e+01
1730	0.0890265	0.0521549	0.807408	6	-4.839053e+00	1.361402e+00	2.763001e+00	3.249875e+00	3.416842e+00	2.420746e+00	-1.193671e+00	-2.667832e+00	-3.766873e+00	-4.307098e+00	1.958109e+00	3.722741e+01	3.918552e+01
1740	0.0932888	0.0521549	0.80038	9	-4.833452e+00	1.367003e+00	2.768602e+00	3.255475e+00	3.422443e+00	2.426347e+00	-1.194243e+00	-2.680739e+00	-3.779749e+00	-4.319947e+00	1.912162e+00	3.666536e+01	3.857752e+01
1750	0.091777	0.0514675	0.783493	7	-4.827883e+00	1.372572e+00	2.774171e+00	3.261045e+00	3.428013e+00	2.425791e+00	-1.207037e+00	-2.699668e+00	-3.786456e+00	-4.314377e+00	1.941618e+00	3.794053e+01	3.988215e+01
1760	0.0921499	0.0506981	0.782258	8	-4.822344e+00	1.378111e+00	2.779710e+00	3.266583e+00	3.433551e+00	2.431330e+00	-1.201498e+00	-2.694130e+00	-3.811375e+00	-4.339306e+00	1.952750e+00	3.689302e+01	3.884577e+01
1770	0.092874	0.0509664	0.796668	9	-4.816836e+00	1.383619e+00	2.785218e+00	3.272091e+00	3.439059e+00	2.436838e+00	-1.195990e+00	-2.694696e+00	-3.830110e+00	-4.364071e+00	1.939745e+00	3.704028e+01	3.898003e+01
1780	0.0965708	0.0507339	0.758443	9	-4.811358e+00	1.389097e+00	2.790696e+00	3.277569e+00	3.444537e+00	2.442316e+00	-1.190512e+00	-2.689218e+00	-3.842711e+00	-4.400772e+00	1.905699e+00	3.835788e+01	4.026358e+01
1790	0.0972134	0.0507339	0.795979	6	-4.805910e+00	1.394545e+00	2.796144e+00	3.283018e+00	3.449985e+00	2.435795e+00	-1.203019e+00	-2.689764e+00	-3.849265e+00	-4.407332e+00	1.899107e+00	3.587181e+01	3.777092e+01
1800	0.0921598	0.0523595	0.816092	8	-4.800491e+00	1.399964e+00	2.801563e+00	3.288436e+00	3.455404e+00	2.423298e+00	-1.203565e+00	-2.696257e+00	-3.861703e+00	-4.407869e+00	1.920218e+00	3.609831e+01	3.801852e+01
1810	0.090743	0.0517469	0.794511	6	-4.795102e+00	1.405353e+00	2.806952e+00	3.293826e+00	3.460793e+00	2.410926e+00	-1.210017e+00	-2.702740e+00	-3.868186e+00	-4.408416e+00	1.947308e+00	3.777600e+01	3.972330e+01
1820	0.0949639	0.0509351	0.771193	8	-4.789741e+00	1.410714e+00	2.812312e+00	3.299186e+00	3.466154e+00	2.416287e+00	-1.204656e+00	-2.709195e+00	-3.880517e+00	-4.432515e+00	1.918370e+00	3.857169e+01	4.049006e+01
1830	0.0950322	0.050606	0.783559	9	-4.784409e+00	1.416046e+00	2.817644e+00	3.304518e+00	3.471486e+00	2.421619e+00	-1.199324e+00	-2.709729e+00	-3.886919e+00	-4.468234e+00	1.924159e+00	3.779023e+01	3.971439e+01
1840	0.0963422	0.0511365	0.797164	8	-4.779106e+00	1.421349e+00	2.822948e+00	3.309822e+00	3.476789e+00	2.426922e+00	-1.194021e+00	-2.710255e+00	-3.904942e+00	-4.492114e+00	1.900122e+00	3.662041e+01	3.852053e+01
1850	0.09303	0.0512231	0.769669	9	-4.773830e+00	1.426625e+00	2.828224e+00	3.315097e+00	3.482065e+00	2.432198e+00	-1.188745e+00	-2.704980e+00	-3.911273e+00	-4.533265e+00	1.933045e+00	3.775245e+01	3.968550e+01
1860	0.0950912	0.0513926	0.781677	7	-4.768582e+00	1.431873e+00	2.833472e+00	3.320345e+00	3.487313e+00	2.431675e+00	-1.200802e+00	-2.717033e+00	-3.911805e+00	-4.539586e+00	1.908064e+00	3.804804e+01	3.995611e+01
1870	0.0928782	0.0527883	0.783409	8	-4.763362e+00	1.437093e+00	2.838692e+00	3.325566e+00	3.492534e+00	2.436895e+00	-1.201337e+00	-2.723304e+00	-3.929540e+00	-4.551589e+00	1.904334e+00	3.207354e+01	3.397788e+01
1880	0.101277	0.0509245	0.762155	6	-4.758168e+00	1.442287e+00	2.843886e+00	3.330759e+00	3.497727e+00	2.436386e+00	-1.207549e+00	-2.729545e+00	-3.941498e+00	-4.557830e+00	1.854456e+00	3.560867e+01	3.746313e+01
1890	0.0951612	0.0502054	0.767738	9	-4.753001e+00	1.447454e+00	2.849052e+00	3.335926e+00	3.502894e+00	2.435862e+00	-1.219460e+00	-2.735742e+00	-3.947689e+00	-4.564007e+00	1.930777e+00	3.776249e+01	3.969326e+01
1900	0.0982166	0.0502054	0.754598	9	-4.747861e+00	1.452594e+00	2.854192e+00	3.341066e+00	3.508034e+00	2.441002e+00	-1.225634e+00	-2.741916e+00	-3.959507e+00	-4.575822e+00	1.899375e+00	3.876648e+01	4.066586e+01
1910	0.0940231	0.050978	0.769227	7	-4.742748e+00	1.457707e+00	2.859306e+00	3.346180e+00	3.513148e+00	2.446116e+00	-1.220520e+00	-2.748047e+00	-3.976897e+00	-4.593212e+00	1.927376e+00	3.828075e+01	4.020812e+01
1920	0.0921391	0.0507371	0.778602	6	-4.737660e+00	1.462795e+00	2.864394e+00	3.351268e+00	3.518235e+00	2.451204e+00	-1.221016e+00	-2.748546e+00	-3.994207e+00	-4.610521e+00	1.952095e+00	3.711746e+01	3.906955e+01
1930	0.0988563	0.0504048	0.738756	6	-4.732598e+00	1.467857e+00	2.869456e+00	3.356330e+00	3.523297e+00	2.456266e+00	-1.227070e+00	-2.765762e+00	-4.005862e+00	-4.611029e+00	1.888931e+00	3.718952e+01	3.907845e+01
1940	0.101337	0.0498194	0.738756	8	-4.727561e+00	1.472894e+00	2.874493e+00	3.361366e+00	3.528334e+00	2.450205e+00	-1.233131e+00	-2.766267e+00	-4.011892e+00	-4.622592e+00	1.875835e+00	3.841610e+01	4.029194e+01
1950	0.103383	0.0502723	0.745723	6	-4.722550e+00	1.477905e+00	2.879504e+00	3.366377e+00	3.533345e+00	2.455217e+00	-1.233620e+00	-2.772283e+00	-4.023425e+00	-4.639633e+00	1.846703e+00	3.656459e+01	3.841130e+01
1960	0.093149	0.0514001	0.773856	8	-4.717564e+00	1.482891e+00	2.884490e+00	3.371364e+00	3.538332e+00	2.460203e+00	-1.228633e+00	-2.778270e+00	-4.034884e+00	-4.662078e+00	1.928317e+00	3.786008e+01	3.978839e+01
1970	0.093529	0.0507324	0.776086	7	-4.712602e+00	1.487853e+00	2.889452e+00	3.376325e+00	3.543293e+00	2.454249e+00	-1.240036e+00	-2.789669e+00	-4.035389e+00	-4.662587e+00	1.937425e+00	3.803092e+01	3.996835e+01
1980	0.0978024	0.0507324	0.76548	7	-4.707665e+00	1.492790e+00	2.894389e+00	3.381262e+00	3.548230e+00	2.459186e+00	-1.251379e+00	-2.811879e+00	-4.041333e+00	-4.657650e+00	1.893123e+00	3.845815e+01	4.035127e+01
1990	0.0997088	0.0502978	0.764663	5	-4.702752e+00	1.497703e+00	2.899302e+00	3.386175e+00	3.542345e+00	2.447909e+00	-1.251871e+00	-2.817788e+00	-4.047247e+00	-4.652737e+00	1.882485e+00	3.825406e+01	4.013655e+01
2000	0.0951369	0.0509715	0.758204	6	-4.697863e+00	1.502592e+00	2.904190e+00	3.391064e+00	3.547234e+00	2.415148e+00	-1.263109e+00	-2.812899e+00	-4.042358e+00	-4.647848e+00	1.915852e+00	3.766970e+01	3.958555e+01
2010	0.0962833	0.0502788	0.758204	6	-4.692998e+00	1.507457e+00	2.909055e+00	3.395929e+00	3.552099e+00	2.382551e+00	-1.274297e+00	-2.808034e+00	-4.037493e+00	-4.642983e+00	1.917687e+00	3.847732e+01	4.039501e+01
2020	0.0995139	0.0503002	0.758204	5	-4.688157e+00	1.512298e+00	2.913897e+00	3.400770e+00	3.556941e+00	2.376749e+00	-1.290768e+00	-2.819171e+00	-4.037973e+00	-4.638142e+00	1.884392e+00	3.857002e+01	4.045442e+01
2030	0.0979347	0.0490742	0.758204	8	-4.683339e+00	1.517116e+00	2.918715e+00	3.405589e+00	3.561759e+00	2.381567e+00	-1.291262e+00	-2.830249e+00	-4.054342e+00	-4.643928e+00	1.924996e+00	3.443063e+01	3.635562e+01
2040	0.0963852	0.0500621	0.764261	7	-4.678544e+00	1.521911e+00	2.923510e+00	3.410384e+00	3.566554e+00	2.375803e+00	-1.302297e+00	-2.846544e+00	-4.054813e+00	-4.639133e+00	1.920959e+00	3.803023e+01	3.995119e+01
2050	0.101346	0.0504536	0.755024	7	-4.673772e+00	1.526683e+00	2.928282e+00	3.415156e+00	3.571326e+00	2.364826e+00	-1.318512e+00	-2.852268e+00	-4.055301e+00	-4.634361e+00	1.863087e+00	3.744162e+01	3.930470e+01
2060	0.0968802	0.0506402	0.753141	8	-4.669022e+00	1.531433e+00	2.933032e+00	3.419905e+00	3.576075e+00	2.359131e+00	-1.324206e+00	-2.857963e+00	-4.066231e+00	-4.634845e+00	1.904374e+00	3.813618e+01	4.004055e+01
